Date,Day,Shift,Class,Year,Subject,Paper Code,Paper Name
13-Apr-26,Monday,Shift-I (11:00 AM - 02:00 PM),B.A. B.Ed.,1st,Education,0188008,Environmental Studies (Compulsory Qualifying)
13-Apr-26,Monday,Shift-I (11:00 AM - 02:00 PM),B.Sc. B.Ed.,1st,Education,0158712,Basics in Education & Communication
13-Apr-26,Monday,Shift-I (11:00 AM - 02:00 PM),B.P.Ed.,1st,Education,0158208,Sports Nutrition and Weight Management
13-Apr-26,Monday,03:00 PM - 06:00 PM,B.Sc.,3rd,Bio-Technology,0328706,Industrial Bio-Technology
13-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,Microbiology,0328806,Industrial Microbiology
13-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,"Physical Education, Health Education & Sports",0359006,Theory of Games (Sports Specialization)
13-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,3rd,Education,0358608,History (History of Indian Culture)
13-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,2nd,Education,0358708,Animal Physiology and Biochemistry
15-Apr-26,Wednesday,Shift-I (11:00 AM - 02:00 PM),B.Sc.,1st,Microbiology,0128809,Biology - I
15-Apr-26,Wednesday,Shift-I (11:00 AM - 02:00 PM),B.Sc.,1st,Bio-Technology,0128709,Bio-Diversity
15-Apr-26,Wednesday,Shift-I (11:00 AM - 02:00 PM),B.Sc.,1st,"Physical Education, Health Education & Sports",0188009,Bhartiya Sanskriti Evam Rashtra Gaurav
15-Apr-26,Wednesday,Shift-I (11:00 AM - 02:00 PM),B.Ed.,1st,Education,0158010,Pedagogy of Physical Science
15-Apr-26,Wednesday,Shift-I (11:00 AM - 02:00 PM),B.A. B.Ed.,1st,Education,0158612,Economics (Indian Economic Problems)
15-Apr-26,Wednesday,Shift-I (11:00 AM - 02:00 PM),B.Sc. B.Ed.,1st,Education,0158713,Language Across the Curriculum
15-Apr-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,2nd,Bio-Technology,0228707,Animal Physiology
15-Apr-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,2nd,Microbiology,0228807,Bio-Mathematics
15-Apr-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,2nd,"Physical Education, Health Education & Sports",0259007,Theory of Games (Volley Ball)
15-Apr-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,2nd,Education,0258609,Political Science (An Outline History of Western Political Thought)
15-Apr-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,2nd,Education,0258711,Fundamentals of Contemporary Indian Education
15-Apr-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.P.Ed.,2nd,Education,0258207,"Sports Medicine, Physiotherapy and Rehabilitation"
15-Apr-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,4th,Education,0458719,Pedagogy of Physical Science
16-Apr-26,Thursday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,Bio-Technology,0328707,Genomics and Proteomics
16-Apr-26,Thursday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,Microbiology,0328807,Microbial Microbiology
16-Apr-26,Thursday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,"Physical Education, Health Education & Sports",0359007,Kho Kho
16-Apr-26,Thursday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,3rd,Education,0358610,Political Science (Principles of Public Administration)
16-Apr-26,Thursday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,3rd,Education,0358709,Mechanics-I (Statics and Dynamics)
17-Apr-26,Friday,Shift-I (11:00 AM - 02:00 PM),B.Sc.,1st,Microbiology,0128810,Biology - II
17-Apr-26,Friday,Shift-I (11:00 AM - 02:00 PM),B.Ed.,1st,Education,0158012,Pedagogy of Computer Science
17-Apr-26,Friday,Shift-I (11:00 AM - 02:00 PM),B.A. B.Ed.,1st,Education,0158613,Home Science (Home Management and Housing)
17-Apr-26,Friday,Shift-I (11:00 AM - 02:00 PM),B.Sc. B.Ed.,1st,Education,0158714,Conservation & Environmental Regeneration
17-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,2nd,"Physical Education, Health Education & Sports",0188010,General Awareness (Qualifying)
17-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,2nd,Bio-Technology,0228708,Plant Physiology
17-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,2nd,Microbiology,0228808,Fundamentals of Computer & Bio-statistics
17-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,2nd,Education,0258610,Political Science (Comparative Government)
17-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,2nd,Education,0258712,Learning Enrichment through Information and Communication Technology
17-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.P.Ed.,2nd,Education,0258208,Sports Management
17-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,4th,Education,0458720,Pedagogy of Chemistry
20-Apr-26,Monday,Shift-I (11:00 AM - 02:00 PM),B.Ed.,1st,Education,0158014,Pedagogy of Commerce
20-Apr-26,Monday,Shift-I (11:00 AM - 02:00 PM),B.A. B.Ed.,1st,Education,0158614,Home Science (Extension Education)
20-Apr-26,Monday,Shift-I (11:00 AM - 02:00 PM),B.Sc. B.Ed.,1st,Education,0158715,General English
20-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,Bio-Technology,0328708,"Bio-safety, Intellectual Property Rights and Entrepreneurship Development"
20-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,Microbiology,0328808,Microbes in Environmental Bio-Tech
20-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,3rd,Education,0358611,Political Science (Indian Political Thought)
20-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,3rd,Education,0358710,Abstract Algebra
21-Apr-26,Tuesday,Shift-I (11:00 AM - 02:00 PM),B.A. B.Ed.,1st,Education,0158615,Development of Learner and Teachung Learning Process
21-Apr-26,Tuesday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,2nd,Microbiology,0228809,Biology-III
21-Apr-26,Tuesday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,2nd,Bio-Technology,0228709,Enzymes and Enzyme Technology
21-Apr-26,Tuesday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,2nd,Education,0258612,Economics (Public Finance and International Trade)
21-Apr-26,Tuesday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,2nd,Education,0258713,"Schooling, Socialization and Identity "
21-Apr-26,Tuesday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,4th,Education,0458721,Pedagogy of Biological Science
24-Apr-26,Friday,Shift-I (11:00 AM - 02:00 PM),B.A. B.Ed.,1st,Education,0158616,Essentials of Educarional Technology & Management
24-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,Bio-Technology,0328709,Recent Trends in Bio-technology
24-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,Microbiology,0328809,Fundamentals of Information Technology
24-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,3rd,Education,0358612,Economics (Economics of Growth and Development)
24-Apr-26,Friday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,3rd,Education,0358711,"Teaching, Learning & Assessment "
25-Apr-26,Saturday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,2nd,Microbiology,0228810,Biology - IV
25-Apr-26,Saturday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,2nd,Education,0258613,Home Science (Introduction to Textile)
25-Apr-26,Saturday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,2nd,Education,0258714,Health & Physical Education
25-Apr-26,Saturday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,4th,Education,0458722,Pedagogy of General Science
27-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.Sc.,3rd,Microbiology,0328810,"Genomics, Proteomics and Bio-informatics "
27-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,3rd,Education,0358613,Economics (Quantitative Methods)
27-Apr-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,3rd,Education,0358712,Gender Issues in Education
28-Apr-26,Tuesday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,2nd,Education,0258614,Home Science (Child Development)
29-Apr-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,3rd,Education,0358614,Home Science (Fundamentals of Foods and Nutrition)
29-Apr-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,3rd,Education,0358713,Pedagogy of Mathematics
30-Apr-26,Thursday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,2nd,Education,0258615,Teacher in Emerging Indian Society
2-May-26,Saturday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,3rd,Education,0358615,Home Science (Dietetics and Therapeutic Nutrition)
2-May-26,Saturday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,3rd,Education,0358714,Pedagogy of Physical Science
4-May-26,Monday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,2nd,Education,0258616,Development of Education System in India
5-May-26,Tuesday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,3rd,Education,0358680,Career Information in Career Guidance
5-May-26,Tuesday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,3rd,Education,0358681,Educational Administration & Management
5-May-26,Tuesday,Shift-II (03:00 PM - 06:00 PM),B.Sc. B.Ed.,3rd,Education,0358716,Pedagogy of Biological Science
6-May-26,Wednesday,Shift-II (03:00 PM - 06:00 PM),B.A. B.Ed.,2nd,Education,0188002,Games/Sports and Physical Education (Compulsory)
