Date,Day,Shift,Class,Subject,Paper Name,Paper Code,Year
18-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Anatomy and Physiology,S-102,1st
18-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Physiology of Exercise,S-202,2nd
18-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Fundamentals of Sports Training,S-302,3rd
19-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Psychology,Social Psychology,A-241,2nd
19-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Psychology,Experimental Methodology & Statistics,A-141,1st
19-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Psychology,Counseling and Guidance,A-440,3rd
19-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Psychology,Organizational Behaviour,A-441,3rd
19-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Psychology,Health Psychology,A-442,3rd
19-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Psychology,Environmental Psychology,A-443,3rd
19-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Theory of Games & Sports (Track & Field),S-103,1st
19-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Theory of Games & Sports (Track & Field Events),S-203,2nd
19-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Kinesiology & Bio-Mechanics,S-303,3rd
20-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Defence Studies,National Security,A-205,2nd
20-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Defence Studies,National Security,B-205,2nd
20-May-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Defence Studies,Study of War & Peace,A-305,3rd
20-May-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Defence Studies,Study of War & Peace,B-305,3rd
21-May-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Qualifying Course,Sports & Physical Education,A-001,1st
21-May-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Qualifying Course,Sports & Physical Education,B-001,1st
21-May-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Qualifying Course,Sports & Physical Education,C-001,1st
11-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),English,English Poetry,A040201T,2nd
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Business Management,C010201T,2nd
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Physics,Thermal Physics & Semiconductor Devices,B010201T,2nd
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Botany,Archegoniates & Plant Architecture,B040201T,2nd
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Accounting for Managers,C010601T,6th
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Physics,Solid State & Nuclear Physics,B010601T,6th
11-Apr-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sanskrit,Adhunik Sanskrit-Sahitya,A020601T,6th
11-Apr-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Botany,"Cytogenetics, Plant Breeding & Nanotechnology",B040601T,6th
13-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),English,Indian Literature in Translation,A040401T,4th
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Income Tax Law and Accounts,C010401T,4th
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Physics,Perspectives of Modern Physics & Basic Electronics,B010401T,4th
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Botany,"Economic Botany, Ethnomedicine & Phytochemistry",B040401T,4th
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Sanskrit,Yog Avm Prakritik-Chikitsaa,A020602T,6th
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Sanskrit,Aayurved Avm Swasthya Vigyan,A020603T,6th
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Sanskrit,Bhartiya Vastushastra,A020604T,6th
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Sanskrit,Jyotishshastra ke Moolbhoot Sidhant,A020605T,6th
13-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Sanskrit,Nityanamitik Anushthan,A020606T,6th
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),History,History of Medival India (1206-1757 A.D.),A050201T,2nd
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Financial Accounting,C010202T,2nd
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Mathematics,Matrices and Differential Equations & Geometry,B030201T,2nd
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Zoology,Biochemistry and Physiology,B050201T,2nd
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Physics,Analog & Digital Principles & Applications,B010602T,6th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Botany,Ecology & Environment,B040602T,6th
15-Apr-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Food Science and Quality Control,Food Chemistry & Food Commodities,B058201T,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Defence Studies,Science and Technology in Relation to Warfare,A120601T,6th
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Music (Instrumental Sitar),"Theroritical and Analytical Study of Ragas, Talas & Applied Theory of Indian Classical Music",A300601T,6th
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Music (Tabla),Study of Musical Epics/Books,A310601T,6th
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Music (Vocal),"Study of Gharana, Ravindra Sangeet and Carnatic Music",A320601T,6th
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Music (Instrumental Sitar),"Theoretical and Analytical Study of Ragas, Talas and Historical Study of Indian Classical Music",A300201T,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Music (Tabla),Principles of Taal,A310201T,2nd
15-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Music (Vocal),History of Indian Music,A320201T,2nd
16-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),History,History of Modern World (1453-1815 A.D.),A050401T,4th
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Fundamentals of Marketing,C010402T,4th
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Zoology,"Gene Technology, Immunology & Comutational Biology",B050401T,4th
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Food Science and Quality Control,Sensory Evaluation & Post Harvest Technology of Food,B058401T,4th
16-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Defence Studies,Military Psychology,A120602T,6th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Essentials of E-Commerce,C010204T,2nd
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Business Economics ,C010205T,2nd
17-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Political Science,Political Theory & Concepts,A060201T,6th
17-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Education,Educational Administration and Management,E010601T,6th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Auditing,C010602T,6th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Mathematics,Metric Space & Complex Analysis,B030601T,6th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Zoology,Evolutionary and Developmental Biology,B050601T,6th
17-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Psychology,Community and Health Psychology,A090601T,6th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Food Science and Quality Control,Food Toxicology,B058601T,6th
17-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Chemistry,Bioorganic and Medicinal Chemistry,B020201T,2nd
20-Apr-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Political Science,Western Political Thought,A060401T,4th
20-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Fundamentals of Entrepreneurship,C010404T,4th
20-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Tourism & Travel Management,C010405T,4th
20-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Chemistry,Quantum Mechanics and Analytical Techniques,B020401T,4th
20-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Psychology,Counseling and Health Psychology,A090602T,6th
20-Apr-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Education,Milestones and New Dimensions of Indian Education ,E010602T,6th
21-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Hindi,Karyali Hindi and Computer,A010201T,2nd
21-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Urdu,Urdu Novel,A030601T,6th
21-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Library & Info. Science,Computer Applications in Libraries,A030601T,6th
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Chemistry,Material Science and Techniques in Chem. Industries,B190201T,2nd
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Computer Science,Database Management System,B070201T,2nd
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Financial Institutions & Market,C010604T,6th
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Human Resource Management,C010605T,6th
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Commerce,Business Ethics & Corporate Governance,C010606T,6th
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Mathematics,Numerical Analysis & Operations Research,B030602T,6th
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Zoology,"Ecology, Ethology, Environmental Science and Wildlife",B050602T,6th
21-Apr-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Food Science and Quality Control,Food Adulteration & Testing & Analytical Instrumentation,B058602T,6th
24-Apr-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Hindi,Hindi Anuwad,A010401T,4th
24-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Chemistry,Process Chemistry,B190401T,4th
24-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Library & Info. Science,"Library, Information & Society",A180602T,6th
24-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Urdu,Urdu Adab Aur Hindustani Tahzeeb-o-Saqafat,A030602T,6th
24-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Urdu,Mirza Ghalib,A030603T,6th
24-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Urdu,Sir Syed,A030604T,6th
24-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Urdu,Iqbal,A030605T,6th
24-Apr-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Urdu,Premchand,A030606T,6th
1-Jun-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Co-Curricular,First Aid and Health,Z020201,2nd
1-Jun-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Sc. (NEP),Co-Curricular,First Aid and Health,Z020201,2nd
1-Jun-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.Com. (NEP),Co-Curricular,First Aid and Health,Z020201,2nd
1-Jun-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Co-Curricular,Communication Skills and Personality Development,Z060601,6th
1-Jun-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Co-Curricular,Communication Skills and Personality Development,Z060601,6th
1-Jun-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Com. (NEP),Co-Curricular,Communication Skills and Personality Development,Z060601,6th
2-Jun-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Co-Curricular,Physical Education and Yoga,Z040401,4th
2-Jun-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Sc. (NEP),Co-Curricular,Physical Education and Yoga,Z040401,4th
2-Jun-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.Com. (NEP),Co-Curricular,Physical Education and Yoga,Z040401,4th
28-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),Minor,Education,Population and Environmental Education,Q10002,2nd
28-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),Minor,Statistics,Basic Statistics,Q10009,2nd
28-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),Minor,Sanskrit,Bhartiya Sanskriti Evam Sanskrit,Q10011,2nd
28-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),Minor,Sociology,Concepts of Rural Sociology,Q10031,2nd
28-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),Minor,Law,Right to Informations and Consumer Protection Laws,Q10019,2nd
28-Apr-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),Minor,Commerce,Business Management,Q20001,2nd
29-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),Minor,Law,An Introduction to Constitution of India,Q10021,4th
29-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),Minor,Botany,Global Environment and Challenges,Q10013,4th
29-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),Minor,Commerce,Tourism & Travel Management,Q40001,4th
29-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),Minor,Sanskrit,Pracheen Evam Avarcheen Sanskrit Sahitya,Q40002,4th
29-Apr-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),Minor,Urdu,Urdu Seekhein,Q40003,4th
30-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sociology,For Students Admitted till 2022-23 Session Only Political Sociology,A070203T,2nd
30-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sociology,"For Students Admitted till 2022-23 Session Only Socieety in India: Structure, Organization & Change",A070201T,2nd
30-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Microbiology,Agriculture and Environmental Microbiology,B080201T,2nd
30-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Microbiology,Biochemistry & Microbial Physiology,B01720IT,2nd
30-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Physical Education,Research Methods,E020601T,6th
30-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Statistics,Descriptive Statistics (Bivariate) and Probability Distributions,B060201T,2nd
30-Apr-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Philosophy,Philosophy of Religion,A100601T,6th
30-Apr-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Chemistry,Organic Synthesis-B,B020601T,6th
2-May-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sociology,For Students Admiitted till Session 2022-23 (Social Problems & Issues of Development in India),A070401T,4th
2-May-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sociology,For Students Admiitted till Session 2022-23 (Participatory Management in Community Development),A070403T,4th
2-May-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sociology,For Students Admiitted in Session 2023-24 (Social Problems in India),A070404T,4th
2-May-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Microbiology,Molecular Biology and Microbial Genetics,B080401T,4th
2-May-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Microbiology,Environmental & Agricultural Microbiology,B017401T,4th
2-May-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Statistics,Testing of Hypothesis and Applied Statistics,B060401T,4th
4-May-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Economics,Principles of Macro Economics,A080201T,2nd
4-May-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Drawing & Painting,History of Indian Art- Modern Art Group & Its Artists,A210601T,6th
4-May-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Chemistry,Chemical Energetics and Radiochemistry,B020602T,6th
4-May-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Philosophy,Socio-Political Philosophy,A100602T,6th
4-May-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Physical Education,Physical Education for Divyang,E020602T,6th
5-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Economics,"Money, Banking and Public Finance",A080401T,4th
5-May-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Drawing & Painting,Indian Folk & Tribal Art,A210602T,6th
6-May-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Geography,Human Geography,A110201T,2nd
6-May-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Home Science,Dietetics & Therapeutic Nutrition,A130601T,6th
6-May-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Chemistry,Synthetic Polymer,B190601T,6th
6-May-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Chemistry,Pharmaceutical and Pytochemicals,B190605T,6th
6-May-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Chemistry,General and Halogeneted Insecticides,B190609T,6th
7-May-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Geography,Economic Geography,A110401T,4th
7-May-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Music (Instrumental Sitar),"Theoretical and Analytical Study of Ragas, Talas and Other aspects of Music",A300401T,4th
7-May-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Music (Tabla),Study of Taal System,A310401T,4th
7-May-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Home Science,Research Methodology and Gender Development,A130602T,6th
7-May-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Music (Vocal),"Notation System, Scales and Time Signature",A320401T,4th
9-May-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Physical Education,Sports Organisation and Management,E020201T,2nd
9-May-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sociology,Pioneers of Indian Sociology,A070601T,6th
9-May-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sociology,Classical Sociological Thinkers,A070604T,6th
9-May-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Chemistry,Polymerization Techniques and Characterization,B190602T,6th
9-May-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Chemistry,Medicinal Chemistry and Toxicology,B190606T,6th
9-May-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Chemistry,Fungicides and Herbicides,B190610T,6th
11-May-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Physical Education,Sports Psychology and Recreational Activities,E020401T,4th
11-May-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Political Science,Indian Political Thought,A060601T,6th
12-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sanskrit,"Sanskrit-Gadh Sahitya, Anuvad Avm Sangudak Anuparyog",A020201T,2nd
12-May-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Microbiology,Food Microbiology,B080601T,6th
12-May-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Microbiology,Molecular Biology and Microbial Genetics,B017601T,6th
12-May-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Statistics,Statistical Computing and Introduction to Statistical Software,B060601T,6th
12-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),English,Indian & New Literatures in English,A040601T,6th
13-May-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sanskrit,Kavyashastra Avm Sanskrit Lekhan-Kaushal,A020401T,4th
13-May-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),English,Literature in Films and Media Studies,A040602T ,6th
13-May-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),English,Media and Journalistic Writing,A040603T,6th
14-May-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Education,Development and Challenges of Indian Education System,E010201T,2nd
14-May-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc. (NEP),Computer Science,Cyber Security & Cyber Laws,B070602T,6th
14-May-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Microbiology,Industrial Microbiology,B080602T,6th
14-May-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Industrial Microbiology,"Computers, Bioinformatics and Biostatistics",B017602T,6th
14-May-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Statistics,Operations Research,B060602T,6th
15-May-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Education,Psychological Perspectives of Education,E010401T,4th
15-May-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Philosophy,Indian Logic,A100401T,4th
15-May-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Philosophy,Western Logic,A100402T,4th
15-May-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Political Science,International Relations and Politics,A060602T,6th
18-May-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Library & Info. Science,Information Sources and Services,A180201T,2nd
18-May-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Hindi,"Bhasha Vigyan, Hindi Bhasha and Devnagri Lipi",A010601T,6th
19-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Library & Info. Science,Information Storage and Retrieval System,A180401T,4th
19-May-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Hindi,Loak Sahitya and Loak Sanskriti,A010602T,6th
19-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Urdu,Urdu Afsana Aur Drama,A030401T,4th
20-May-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Drawing & Painting,Fundamentals of Art,A210201T,2nd
20-May-26,Wednesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Economics,Indian Economy & Economy of Uttar Pradesh,A080601T,6th
20-May-26,Wednesday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Computer Science,System Architecture,B070401T,4th
21-May-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Drawing & Painting,Aesthetics,A210401T,4th
21-May-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Economics,Agriculture Economics,A080602T,6th
21-May-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Economics,Elementary Mathematics,A080603T,6th
22-May-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.Sc. (NEP),Computer Science,Data Communication and Computer Networks,B070601T,6th
22-May-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Home Science,"Introduction to Clothing, Textile & Family Resource Mangaement",A130201T,2nd
22-May-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Geography,Geography of India,A110601T,6th
23-May-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Geography,Evolution of Geographical Thoughts,A110602T,6th
23-May-26,Saturday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Home Science,Housing and Extension Education,A130401T,4th
23-May-26,Saturday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Psychology,Basic Research Methodology and Statistics,A090201T,2nd
25-May-26,Monday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Philosophy,Western Philosophy,A100201T,2nd
26-May-26,Tuesday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Defence Studies,Military History of India,A120201T,2nd
25-May-26,Monday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Psychology,Abnormal Psychology,A090401T,4th
26-May-26,Tuesday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),History,Era of Gandhi and Mass Movement,A050601T,6th
28-May-26,Thursday,Shift-I (10:00 AM - 01:00 PM),B.Sc. (NEP),Mathematics,Differential Equation & Mechanic,B030401T,4th
28-May-26,Thursday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),Defence Studies,Strategic Thought,A120401T,4th
29-May-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),History,History of Modern World (1815 A.D. - 1945 A.D.),A050602T,6th
29-May-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),History,Socio-Cultural and Economic History of Modern India (1700 A.D. - 1900 A.D.),A050603T,6th
29-May-26,Friday,Shift-II (02:00 PM - 05:00 PM),B.A. (NEP),History,History and its Proessional Utility,A050604T,6th
29-May-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Urdu,Urdu Zaban Aur Computer,A030201T,2nd
29-May-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sociology,Gender and Society,A070602T,6th
29-May-26,Friday,Shift-I (10:00 AM - 01:00 PM),B.A. (NEP),Sociology,Research Methodology in Social Sciences,A070605T,6th
