Date,Day,Shift,Class,Subject,Paper Name,Paper Code,Year
1-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Qualifying Course,Sports & Physical Education,C-003,3rd
2-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Botany,Plant Physiology and Biochemistry,B-203,2nd
2-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Botany,Environmental Botany,B-303,3rd
2-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Physics,"Elements of Quantum Mechanics, Atomic and Moleculars Spectra",B-218,2nd
2-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Physics,Solid State Electronics,B-318,3rd
4-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Foundation Course,Bhartiya Sanskriti Evam Rashtra Gaurav,A-009,1st
4-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Foundation Course,Bhartiya Sanskriti Evam Rashtra Gaurav,B-009,1st
4-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Foundation Course,Bhartiya Sanskriti Evam Rashtra Gaurav,C-009,1st
4-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Foundation Course,Bhartiya Sanskriti Evam Rashtra Gaurav,S-009,1st
4-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Traditions of Political Thinking,G-170,1st
4-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,Research Methodology,G-370,2nd
4-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,Roopak & Champu Kavy,G-582,2nd
4-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Folk Tradition In Urdu,G-362,2nd
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Political Science,Political Theory,A-138,1st
6-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Political Science,An Outline History of Western Political Thought,A-238,2nd
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Political Science,Principles of Public Administration,A-338,3rd
6-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Security Analysis & Portfolio Management,I-401,2nd
6-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Marketing Management,I-403,2nd
6-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Human Resource Management,I-405,2nd
6-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,American Literature,G-312,2nd
6-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Adhunik Kavya (Chayavad Prayant),G-325,2nd
6-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Integration Theory and Functional Analysis,G-349,2nd
6-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Philosophy,Contemporary Western Philosophy,G-545,2nd
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Classical Thinkers,G-187,1st
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Theory and Development of war Since 1789 AD to 1945 AD,G-195,1st
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Micro Economics I,G-106,1st
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Education,Psychological Foundation of Education,G-102,1st
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,"Historiography: Concepts, Methods, Approaches and Tools",G-137,1st
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,"Ved, Upnishad, Shiksha & History of Vedic Literature",G-182,1st
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Origin & Develop of Urdu Language,G-162,1st
6-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Statistics,Linear Programming & Computational Techniques,B-396,3rd
6-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Statistics,Analysis of Variance and Design of Experiment,B-296,2nd
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Hindi,Hindi Natak & Rangmanch,A-114,1st
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Hindi,Hindi Katha Sahitya,A-214,2nd
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Hindi,Hindi Nibandh and Anaya Gadh Vidyaye,A-314,3rd
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Business Communication,C-101,1st
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Company Law,C-201,2nd
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Corporate Accounting,C-301,3rd
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,International Law,G-395,2nd
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Econometrics,G-410,2nd
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Gender Economics,G-309,2nd
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Industrial Economics and Entrepreneurship,G-406,2nd
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Economics of Insurance,G-411,2nd
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Computer Application of Economics,G-412,2nd
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,Comparative Education,G-302,2nd
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,Tourism in India,G-437,2nd
7-Apr-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,Western Political Thought,G-371,2nd
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Indian Political System,G-171,1st
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Chaucher to Milton,G-112,1st
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Hindi Sahitya Ka Itihas,G-125,1st
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Topology,G-149,1st
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Philosophy,Ethics,G-145,1st
7-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Industrial Chemistry,Heavy and Fine Chemicals,B-459,3rd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Maths,Calculus,A-127,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Maths,Calculus,B-127,1st
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Maths,Differential Equations and Integral Transforms,A-227,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Maths,Differential Equations and Integral Transforms,B-227,2nd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Maths,Linear Programming,A-327,3rd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Maths,Linear Programming,B-327,3rd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Theory of Games Sport (Yoga),S-105,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Badminton,S-305,3rd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Kabbaddi,S-306,3rd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Weight Lifting,S-307,3rd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Basket Ball,S-205,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Hockey,S-206,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Foot Ball,S-207,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Securities Laws & Capital Mark,I-402,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Internaltional Marketing,I-404,2nd
8-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Industrial Relations & Labour Laws,I-406,2nd
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,War and International Relation Since 1945,G-196,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Macro Economics I,G-107,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Education,Philosophical Foundation of Education,G-103,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of Ancient India (From Earliest Times to Post Harappan Settlement),G-138,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,"Indian Philosophy (Nyay-Vaisheshik, Sankhy & History)",G-183,1st
8-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Literary Tradition of Urdu,G-163,1st
10-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Qualifying Course,Environmental Studies,A-008,1st
10-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Qualifying Course,Environmental Studies,C-008,1st
10-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Qualifying Course,Environmental Studies,S-008,1st
22-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Political Science,National Movement & Constitution of India,A-139,1st
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Political Science,Comparative Government,A-239,2nd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Political Science,Indian Political Thought International Politics,A-339,3rd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Political Science,Indian Political Thought International Politics,A-540,3rd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Business Statistics,C-102,1st
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Cost Accounting,C-202,2nd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Auditing,C-302,3rd
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,"Sanhita, Nirukt",G-583,2nd
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Urdu Nazm,G-363,2nd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Literary Theory and Cultural Studies,G-113,1st
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Pracheen Evm Purv Madhyakaleen Kavya,G-126,1st
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Real Analysis,G-150,1st
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Philosophy,Indian Philosophy,G-146,1st
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,International Relations,G-271,1st
11-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,Indian Administration,G-470,2nd
11-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Industrial Chemistry,Polymers,B-455,3rd
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sociology,Introduction to Sociology,A-132,1st
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Sociology,Social Change and Social Control,A-232,2nd
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Sociology,Functions of Sociological Thought,A-332,3rd
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,English Phonetics and Linguistics,G-313,2nd
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Bhasha Vigyan Evm Hindi Bhasha,G-326,2nd
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Fluid Dynamics,G-350,2nd
13-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Philosophy,Philosophy of Religion,G-546,2nd
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Economics Aspects of Defence ,G-294,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Economics of Growth and Development ,G-108,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Education,Methodology of Education Research and Educational Statistics,G-202,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of Ancient India (Vedic Age to Mauryan Kingdom),G-139,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,Natika & Dramaturgy,G-184,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Literary Critism,G-164,1st
13-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Computer Science,Introduction to DBNS_SQL & Software Engineering Concept,B-399,3rd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Foundation Course,Hindi,A-011,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Foundation Course,English,A-012,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Foundation Course,Sanskrit,A-013,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Foundation Course,Hindi,C-011,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Foundation Course,English,C-012,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Foundation Course,Sanskrit,C-013,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Foundation Course,Hindi,S-011,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Foundation Course,English,S-012,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Foundation Course,Sanskrit,S-013,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,National Security of India,G-396,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Public Economics,G-307,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,Teacher Education,G-303,2nd
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,History of Medieval India (Till 1526 A.D.),G-441,2nd
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Shakespeare,G-114,1st
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Naatak Aur Rangmanch,G-127,1st
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Discrete Mathematics,G-151,1st
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Philosophy,Western Philosophy,G-147,1st
15-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Methodology of Social Research,G-188,1st
15-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Society In India,G-387,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Management Concept and Organizational Behaviour,I-101,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Administrative Theory,G-272,1st
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,State Politics In India,G-471,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,Linguistics & Sanskrit Grammer,G-585,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Mass Media,G-364,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Sir Syed Ahmad Khan,G-366,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Premchand,G-368,2nd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Maulana Abul Kalam Azad,G-462,2nd
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Operation Research,G-295,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Quantitative Methods,G-109,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Education,Sociological Foundation of Education,G-203,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,History of Ancient India (Shunga Dynasty to Rajput Era),G-240,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,Geetikavay and Gadyakavya,G-185,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Information Technology,G-165,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Urdu Drama,G-262,1st
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Physical Education,History of Physical Education,A-186,1st
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Physical Education,Psychological Foundations of Physical Education,A-286,2nd
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Physical Education,Kinesiology & Bio-Mechanics in Physical Education,A-386,3rd
16-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Zoology,"Ecology, Microbiology Animal Behaviour and Pollution and Toxicology",B-322,3rd
16-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Zoology,Physiology and Bio-Chemistry,B-222,2nd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Education,Principles of Education,A-160,1st
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Education,Educational Psychology,A-260,2nd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Education,New Trends and Innovations in Education,A-360,3rd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Financial Accounting,C-103,1st
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Principles of Business Management,C-203,2nd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Principles of Marketing,C-303,3rd
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,20th Century British Poetry,G-314,2nd
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Kavya Shastra (Bhartiya Evm Paashchatya),G-330,2nd
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Operation Research,G-351,2nd
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Philosophy,Advanced Ethics,G-550,2nd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Research Methods and Materials in English,G-115,1st
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Prayojanmulak Hindi,G-128,1st
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Maths,Complex Analysis,G-152,1st
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Philosophy,Social and Political Philosophy,G-248,1st
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Rural Sociology,G-190,1st
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Social Change in India,G-388,2nd
17-Apr-26,Friday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Chemistry,Physical Chemistry,B-308,3rd
17-Apr-26,Friday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Chemistry,Physical Chemistry,B-208,2nd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Direct Tax-Law and Practice,I-102,1st
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,"Disarmament, Arms Control and Peace",G-495,2nd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Indian Econommy,G-308,2nd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,"Intelligence, Creativity and Education",G-304,2nd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,History of Medieval India (1526-1707 A.D.),G-442,2nd
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Ballistics,G-296,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Economics of Education and Health,G-206,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Agricultural Economics,G-208,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Labour Economics,G-209,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Economics of Infrastructure,G-207,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Economics,Research Methodology,G-210,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Education,Essay on Any Paper I to IV,G-204,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,History,Socio-Economic and Cultural History of Ancient India (Till 1200 A.D.),G-241,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sanskrit,Sanskrit Epic,G-186,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Urdu,Urdu Ghazal,G-263,1st
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Home Science,Dietetics and Therapeutic Nutrition,A-318,3rd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Home Science,Child Development,A-218,2nd
18-Apr-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Statistics,Applied Statistics,B-395,3rd
18-Apr-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Statistics,Survey Sampling,B-295,2nd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Education,History and Development of Indian Education,A-161,1st
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Education,Thoughts and Practices in Education,A-261,2nd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Education,Measurement and Ealuation in Education,A-361,3rd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Business Regulatory Framework,C-104,1st
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Commerce,Income Tax,C-204,2nd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Com,Commerce,Economic Laws,C-304,3rd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Sports & Games of Speciality,S-106,1st
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Cricket,S-208,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Hand Ball,S-209,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Volley Ball,S-210,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Vocational Oriented Courses,S-211,2nd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),"B.Sc. (PE, HE & Sports)","B.Sc. (PE, HE & Sports)",Theory of Games & Sports (Sports Specialization),S-308,3rd
20-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Comparative Politics,G-270,1st
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,Modern Indian Political thought,G-472,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,Dharma Shastr & Artha Shastr,G-587,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Meer Taqi Meer,G-463,2nd
20-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Ghalib,G-464,2nd
