Name of Center,Attached Colleges,District,Course,Subject,Subject Code,Date,Time
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)",0094-,Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)","0135-BARAUT COLLEGE OF EDUCATION, GURANA, AMINAGAR SARAI ROAD, BARAUT (BAGHPAT)",Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)","0154-SETH TARIF SINGH JAIN COLLEGE, KHATTA PRAHLAD PUR, BAGHPAT",Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)",0178-,Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)","0205-SHRI VINAYAK COLLEGE OF EDUCATION, DELHI SAHARANPUR ROAD, MAVI KALAN BAGHAPAT,",Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)",0207-,Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)","0280-GODWILL DEGREE COLLEGE, KIRTHAL BAGHPAT",Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)","0284-SHRI RAM COLLEGE OF HIGHER EDUCATION, OPP-RIVER PARK, DEHLI-SAHARANPUR ROAD, BAGHPAT",Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)","0508-S.P.S. COLLEGE OF HIGHER EDUCATION, (NEAR-RAMALA SUGUR MILL)] BARAUT, BAGHPAT",Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)",0702-,Baghpat,M.A.,Economics,G-806,,
"0003-D.J.COLLEGE, BARAUT (BAGHPAT)","1005-TEJAS INSTITUTE OF EDUCATION AND TRAINING, VILL. KHAILA, POST, RATAUL, KHEKRA, BAGHPAT",Baghpat,M.A.,Economics,G-806,,
"0055-MEERUT COLLEGE, MEERUT","0055-MEERUT COLLEGE, MEERUT",Meerut,M.A.,Economics,G-806,"Tuesday, 19 May 2026",09:30 AM Onwards
"0055-MEERUT COLLEGE, MEERUT","0046-DR. AMBEDKAR DEGREE COLLEGE, MEERUT",Meerut,M.A.,Economics,G-806,"Tuesday, 19 May 2026",09:30 AM Onwards
"0055-MEERUT COLLEGE, MEERUT","0047-CH. SHIV NATH SINGH SADILYA (P.G.) COLLEGE, MACHHARA (MEERUT)",Meerut,M.A.,Economics,G-806,"Tuesday, 19 May 2026",09:30 AM Onwards
"0055-MEERUT COLLEGE, MEERUT","0049-A.S. (P.G.) COLLEGE, MAWANA (MEERUT)",Meerut,M.A.,Economics,G-806,"Tuesday, 19 May 2026",09:30 AM Onwards
"0055-MEERUT COLLEGE, MEERUT","0050-KRISHAK (P.G.) COLLEGE, MAWANA (MEERUT)",Meerut,M.A.,Economics,G-806,"Tuesday, 19 May 2026",09:30 AM Onwards
"0055-MEERUT COLLEGE, MEERUT","0051-LAKSHMI DEVI KANYA DEGREE COLLEGE, MAWANA, MEERUT",Meerut,M.A.,Economics,G-806,"Tuesday, 19 May 2026",09:30 AM Onwards
"0055-MEERUT COLLEGE, MEERUT","0052-D.N. (P.G.) COLLEGE, MEERUT",Meerut,M.A.,Economics,G-806,"Tuesday, 19 May 2026",09:30 AM Onwards
"0058-R.G. (P.G.) COLLEGE, MEERUT","0058-R.G. (P.G.) COLLEGE, MEERUT",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0053-I.N. (P.G.) COLLEGE, MEERUT",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0056-N.A.S. COLLEGE, MEERUT",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0060-KANOHAR LAL MAHILA MAHAVIDYALA, MEERUT",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT",0070-,Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0085-FAIZ-E-AM DEGREE COLLEGE, MEERUT",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0091-SHAHID MANGAL PANDEY GOVERNMENT MAHILA MAHAVIDYALAYA, MEERUT",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0095-SHRI SHALIGRAM SHARMA SMARAK (P.G.) COLLEGE, RASANA (MEERUT)",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0097-SANT JOSEPHS GIRLS DEGREE COLLEGE, SARDHANA (MEERUT)",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0098-SANJAY GANDHI (P.G.) COLLEGE, SARURPUR KHURD (MEERUT)",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0108-SWAMI KALYAN DEV COLLEGE, HASTINAPUR (MEERUT)",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0187-SWATANTRATA SENANI SHRI RAMPHOOL SINGH SMARAK KANYA MAHAVIDYALAYA, PHAALAWADA, MEERUT",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0209-GYAN BHARTI INSTITUTE OF MANAGEMENT STUDIES, JEWARI, KHIRWA ROAD, KANKAR KHERA, MEERUT",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT",0232-,Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT",0351-,Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0641-ELITE COLLEGE OF PROFESSIONAL & STUDIES, NH-58, DADRI, MEERUT",Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT",0686-,Meerut,M.A.,Economics,G-806,,
"0058-R.G. (P.G.) COLLEGE, MEERUT","0722-BHAGWATI COLLEGE OF EDUCATION, SIVAYA, ROORKEE ROAD, MEERUT",Meerut,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD","0020-M.B. COLLEGE, DADRI (G.B. NAGAR)",Noida,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD","0038-SH. DRONA CHARYA DEGREE COLLEGE, KALANDI MARGE, DANKAUR, GAUTAMBUDH NAGAR",Noida,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD","0086-L.R.COLLEGE, SAHIBABAD (GHAZIABAD)",Ghaziabad,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD","0146-COLLEGE OF EDUCATION, BILASPUR (GREATER NOIDA)",Noida,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD","0833-JANHIT INSTITUTE OF EDUCATION & INFORMATION, 38-B, PHASE-1, KNOWLEGE PARK-I, GARTER NOIDA",Noida,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD","0977-CHET RAM SHARMA COLLEGE OF EDUCATION, SADARPUR, SECTOR-44, NOIDA",Noida,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD","0019-M.M.H. COLLEGE, GHAZIABAD",Ghaziabad,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD","0024-S.D. COLLEGE, GHAZIABAD",Ghaziabad,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD","0025-V.M.L.G. COLLEGE, GHAZIABAD",Ghaziabad,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD",0212-,Ghaziabad,M.A.,Economics,G-806,,
"0019-M.M.H. COLLEGE, GHAZIABAD",0362-,Noida,M.A.,Economics,G-806,,
"0062-M.M. DEGREE COLLEGE, MODINAGAR (GHAZIABAD)","0062-M.M. DEGREE COLLEGE, MODINAGAR (GHAZIABAD)",Ghaziabad,M.A.,Economics,G-806,,
"0062-M.M. DEGREE COLLEGE, MODINAGAR (GHAZIABAD)","0063-GINNI DEVI MODI GIRLS (P.G.) COLLEGE, MODINAGAR (GHAZIABAD)",Ghaziabad,M.A.,Economics,G-806,,
"0062-M.M. DEGREE COLLEGE, MODINAGAR (GHAZIABAD)",0061-,Ghaziabad,M.A.,Economics,G-806,,
"0062-M.M. DEGREE COLLEGE, MODINAGAR (GHAZIABAD)",0059-,Ghaziabad,M.A.,Economics,G-806,,
"0028-S.S.V. (P.G.) COLLEGE, HAPUR (PANCHEEL NAGAR)","0028-S.S.V. (P.G.) COLLEGE, HAPUR (PANCHEEL NAGAR)",Hapur,M.A.,Economics,G-806,,
"0028-S.S.V. (P.G.) COLLEGE, HAPUR (PANCHEEL NAGAR)","0027-ARYA KANYA PATHSHALA DEGREE COLLEGE, HAPUR (PANCHEEL NAGAR)",Hapur,M.A.,Economics,G-806,,
"0028-S.S.V. (P.G.) COLLEGE, HAPUR (PANCHEEL NAGAR)","0030-R.S.S. COLLEGE, PILKHUWA (PANCHEEL NAGAR)",Hapur,M.A.,Economics,G-806,,
"0028-S.S.V. (P.G.) COLLEGE, HAPUR (PANCHEEL NAGAR)","0033-K.D. COLLEGE, SIMBHAOLI HAPUR",Hapur,M.A.,Economics,G-806,,
"0028-S.S.V. (P.G.) COLLEGE, HAPUR (PANCHEEL NAGAR)","0104-CH. MAHENDRA SINGH DEGREE COLLEGE, RAILWAY ROAD, GARHMUKTESHWAR (PANCHEEL NAGAR)",Hapur,M.A.,Economics,G-806,,
"0028-S.S.V. (P.G.) COLLEGE, HAPUR (PANCHEEL NAGAR)","0127-RAJKUMAR GOEL GIRLS DEGREE COLLEGE, RAILWAY ROAD, GARHMUKTESHWAR (PANCHEEL NAGAR)",Hapur,M.A.,Economics,G-806,,
